Composite Element REF,Gene_Symbol,Chromosome,Genomic_Coordinate
cg02387854,ANAPC11;THOC4,17,79849442
cg02388150,SFRP1,8,41165699
cg02391387,IMMP2L,7,111202222
cg02393447,PIF1,15,65117607
cg02397514,HES4,1,935139
cg02397720,,2,238512407
cg02398725,CREBZF,11,85376233
cg02399449,CLDN12,7,90032850
cg02399455,SRI,7,87855714
cg02400248,CDKN2B;CDKN2BAS,9,22009355
cg02401149,CRYBB3,22,25595409
cg02401978,ZNF746,7,149195465
cg02403232,GOLGA3,12,133405120
cg02404636,SFI1,22,31891804
cg02404843,GPRIN1,5,176037404
cg02407785,PCDH9,13,67804285
cg02409351,ALX1,12,85674022
cg02412050,MAPK14,6,35995429
cg02413850,SLC35C2,20,44993235
cg02415431,IGLL1,22,23923255
cg02416716,ZNF215,11,6948024
cg02417264,RAMP3,7,45197727
cg02417408,PPM1M,3,52280688
cg02420102,C11orf65,11,108338162
cg02421543,DR1,1,93810826
cg02422627,MED30,8,118533004
cg02422694,HOXB4,17,46655790
cg02423618,SPATA8,15,97325725
cg02425732,RRBP1,20,17662212
cg02426410,AASDH,4,57253603
cg02428100,KEAP1,19,10614022
cg02430692,PEX5L,3,179754239
cg02431687,NAIF1,9,130828652
cg02431964,MARCO,2,119700029
cg02432101,TCEB3CL;TCEB3C;KATNAL2,18,44557635
cg02433671,RGL3,19,11529856
cg02433905,ATP6V1A;NAA50,3,113465485
cg02435593,CHMP4B,20,32399369
cg02436686,GMFG,19,39826150
cg02437376,VDAC2,10,76969880
cg02440177,ZNF702P,19,53496695
cg02441647,COL8A1;MIR548G,3,99357499
cg02441831,SYVN1,11,64901569
cg02443089,RPS29,14,50052765
cg02447314,POLI,18,51796331
cg02449608,C19orf18,19,58486600
cg02449978,CDC25A,3,48230167
cg02450959,THAP1,8,42698393
cg02451362,LOC92659;MAFG,17,79885650
cg02451670,INTS7;DTL,1,212207806
cg02452985,BCL11B,14,99737548
cg02453591,FARSB,2,223521088
cg02453653,INTS5,11,62420979
cg02456292,TMEM145,19,42817262
cg02457752,CDR1,X,139868078
cg02460120,USP15,12,62653836
cg02460349,RRBP1,20,17663383
cg02470959,SFRS8,12,132196036
cg02471507,CHMP4C,8,82644747
cg02473123,CD7,17,80274776
cg02475653,ATP2C2,16,84437661
cg02477931,NTM,11,131532721
cg02479196,07-Mar,2,160569048
cg02479575,MIR7-3;C19orf30,19,4769653
cg02480835,NUPL2,7,23221354
cg02486845,NCRNA00120;AKIRIN2,6,88411799
cg02488871,VIL1,2,219288203
cg02489552,CCDC105,19,15121531
cg02490034,MEST,7,130125836
cg02491878,ATP6V0A4;TMEM213,7,138482580
cg02492740,UBQLN2,X,56590362
cg02493771,KRTAP13-2,21,31744328
cg02494117,DNM1;CIZ1,9,130965474
cg02496295,ADD1,4,2846155
cg02497175,NLK,17,26368598
cg02497428,METTL9;IGSF6,16,21665138
cg02497700,ZNF238,1,244213358
cg02497758,MAFB,20,39317194
cg02498063,CCDC60,12,119772577
cg02499249,RARB,3,25469720
cg02500392,PBOV1;KIAA1244,6,138539372
cg02501779,CBLN4,20,54579355
cg02501984,POLE;PXMP2,12,133263946
cg02502132,LRP8,1,53792939
cg02503850,ADAMTS14,10,72432552
cg02503970,ST3GAL1,8,134584145
cg02504280,CSAG1;MAGEA12,X,151904507
cg02504465,SNX3,6,108582065
cg02505409,ANGPTL4,19,8429160
cg02505689,DBF4B,17,42785825
cg02506426,AQP11,11,77300504
cg02506728,C20orf177;PPP1R3D,20,58515583
cg02506908,HPD,12,122297408
cg02507175,PKNOX1,21,44394436
cg02507952,KIAA0125,14,106390641
cg02508567,TCF7L1,2,85361184
cg02510853,PKMYT1,16,3031707
cg02511532,TAF2,8,120845155
cg02512226,ARMC4,10,28288192
cg02512860,CLDN15,7,100880751
cg02513045,C21orf2,21,45759502
cg02515422,TLR4,9,120466493
cg02515725,PDLIM3,4,186456935
cg02516189,CARD9,9,139268092
cg02516388,ACSF2,17,48503634
cg02517489,UBE3A,15,25683075
cg02518671,SIRT6;ANKRD24,19,4182691
cg02519218,CHFR,12,133424286
cg02519806,SYNPO2,4,119810036
cg02523400,SERPIND1;PI4KA,22,21128191
cg02523617,UBE2K,4,39699380
cg02525396,TOMM40L,1,161195883
cg02525756,RAB42,1,28919362
cg02527529,C17orf53,17,42219679
cg02528468,ATP11B,3,182510901
cg02532648,BTG3,21,18984770
cg02533173,BRD4,19,15391124
cg02533993,WDR4,21,44299944
cg02537838,C20orf151,20,61002595
cg02537909,COBLL1,2,165697595
cg02539714,RHOF,12,122231866
cg02543879,VPS36,13,53024717
cg02545106,CCDC110,4,186393269
cg02545192,TERT,5,1294729
cg02546521,ULK1,12,132379326
cg02547138,RCE1;C11orf80,11,66610782
cg02547439,ELMO2,20,45035173
cg02548238,LOX,5,121413050
cg02549418,MBNL3,X,131573634
cg02549424,AIFM3,22,21319123
cg02549910,TTC30A,2,178483601
cg02550200,MIS12;DERL2,17,5389462
cg02550358,PIGL,17,16120515
cg02551396,JPH2,20,42815882
cg02552572,MT4,16,56597746
cg02552945,C5,9,123811614
cg02553486,CORIN,4,47840095
cg02554564,NTF3,12,5603131
cg02554810,SNX15,11,64795040
cg02555579,SLC25A18,22,18043043
cg02556718,SEZ6L2,16,29910594
cg02558133,PKN2,1,89150338
cg02564061,FAM186B,12,49998963
cg02564523,ORAI2,7,102073539
cg02564733,ADAMTS15,11,130319074
cg02566518,FUT11,10,75531971
cg02567144,EFHC1,6,52285149
cg02569086,ITPR2,12,26985672
cg02569333,SGK3,8,67625280
cg02569613,C10orf72,10,50323127
cg02571905,TMEM107,17,8079626
cg02575859,RPS4X,X,71497301
cg02577849,ADAMTS6,5,64777678
cg02579133,KRTAP10-8;C21orf29,21,46031741
cg02579736,FANCD2;CIDECP,3,10068473
cg02580195,RPL23AP7;RABL2A,2,114385132
cg02580606,KRT33B,17,39526726
cg02581667,ECH1,19,39322242
cg02582608,ALCAM,3,105085991
cg02582754,MAS1,6,160327345
cg02583151,SIX1,14,61116211
cg02584520,STAU2,8,74659043
cg02586730,EFEMP2,11,65639869
cg02588309,TTC33,5,40756462
cg02589695,RASSF5,1,206730999
cg02590345,LPPR1,9,103790959
cg02592124,SUMO1,2,203103479
cg02593766,MYCBPAP;EPN3,17,48608677
cg02595219,KCNE3,11,74178761
cg02595263,MRPS28,8,80942618
cg02597128,CXorf41;NUP62CL,X,106449823
cg02597269,MON1B,16,77225049
cg02599225,LOC219347;C10orf57,10,81838473
cg02599464,HIST1H2BK;HIST1H4I,6,27107097
cg02600394,TXK,4,48136234
cg02600430,ZIC5,13,100623942
cg02600515,ZBTB3,11,62521696
cg02602411,GRIN3A;PPP3R2,9,104357177
cg02602864,MAP2K6,17,67410907
cg02603366,RPS21,20,60962040
cg02603784,WDR82,3,52294457
cg02604290,CYP24A1,20,52790589
cg02605634,WFDC10A;WFDC9,20,44258384
cg02608019,SYK,9,93564028
cg02608292,RPL28,19,55897501
cg02609749,C16orf7;ZNF276,16,89786786
cg02609880,BCAN,1,156611087
cg02611282,CREB5,7,28338985
cg02611419,KCNK16;KCNK17,6,39282532
cg02611863,L3MBTL,20,42143096
cg02612026,CASP9,1,15850456
cg02613803,TMPRSS2,21,42879131
cg02614187,TRIM45,1,117664089
cg02615157,PIN1,19,9946560
cg02616808,UNC5A,5,176236654
cg02617361,FNTA,8,42911308
cg02620013,MLNR,13,49794681
cg02620228,RAB9A,X,13707694
cg02620470,EXT2,11,44117187
cg02620769,CCDC65,12,49298070
cg02622316,ZSCAN12,6,28367410
cg02624129,SNX19,11,130786230
cg02626929,,16,3011661
cg02626977,CDKN3,14,54863550
cg02628202,LGMN,14,93215207
cg02629312,NPVF,7,25268894
cg02629761,PTPN21,14,89020745
cg02630105,PRKCD,3,53195663
cg02630122,RANBP1;TRMT2A,22,20104473
cg02630207,SRBD1,2,45839653
cg02630694,CDC123;NUDT5,10,12236833
cg02630888,FBXL5,4,15657820
cg02631622,SIAH1,16,48418433
cg02631906,PRDX1,1,45987864
cg02631957,CSNK1G3,5,122847966
cg02633817,FXYD3,19,35606732
cg02633838,MRPS5,2,95787034
cg02635407,SH3TC1,4,8200549
cg02635865,RAB22A;PPP4R1L,20,56885090
cg02639007,CCDC41;LOC144486,12,94853345
cg02640558,PPP3CC,8,22299141
cg02641095,LSM11,5,157170413
cg02641560,RCAN3,1,24828811
cg02641676,C8orf40;SLC20A2,8,42397764
cg02643667,TFF1,21,43786699
cg02644301,TECR,19,14640456
cg02646854,C11orf2,11,64863958
cg02647265,CCDC92,12,124456164
cg02647545,HIRIP3;INO80E,16,30007965
cg02648999,TGFBRAP1,2,105946563
cg02649608,ZBTB33,X,119384792
cg02654291,C9orf64,9,86572014
cg02655623,C17orf85,17,3728468
cg02656594,IL21R,16,27412496
cg02657360,H19,11,2020560
cg02657438,STON2,14,81864899
cg02658214,SDR9C7,12,57327964
cg02659086,GSTP1,11,67350976
cg02659232,DDX25;PUS3,11,125772925
cg02661879,FLNC,7,128470614
cg02664205,PDE7B,6,136171652
cg02665570,LYPLAL1,1,219347340
cg02668581,MREG,2,216878340
cg02668729,CTPS,1,41445680
cg02668984,PDK2,17,48172022
cg02671171,RPH3AL,17,203087
cg02671806,CLPX,15,65477420
cg02672220,SIM2,21,38070588
cg02672493,TMEM22,3,136537709
cg02674804,REEP6,19,1492043
cg02675652,CSRNP2,12,51477739
cg02675896,C5orf30,5,102594347
cg02676865,MMS19;UBTD1,10,99259738
cg02678356,ZXDA,X,57937004
cg02679745,C9orf139;FUT7,9,139927646
cg02681442,FOXG1,14,29236008
cg02682905,ZNF776,19,58262242
cg02683985,PDGFA,7,559070
cg02686662,PPAP2C,19,292245
cg02686769,TCP11L2,12,106695932
cg02688643,MGST2,4,140585523
cg02689825,CDS2;PCNA,20,5107135
cg02690554,CITED1,X,71527606
cg02691091,SP2,17,45992811
cg02692952,TRAF6,11,36531754
cg02693857,MXD3,5,176738937
cg02694395,FMO4,1,171283893
cg02699167,FBXL2,3,33319024
cg02699645,UBE2G2,21,46221599
cg02701137,DLGAP4,20,34994743
cg02702510,08-Mar,10,46090551
cg02704907,HIST1H2BK,6,27116113
cg02705666,GTF2B,1,89357418
cg02706575,CCL13,17,32683054
cg02706881,NCRNA00175;COL18A1,21,46845775
cg02709261,TOR3A,1,179051893
cg02710105,MAP4K3,2,39664348
cg02710161,,3,141748862
cg02712165,C17orf76,17,16395957
cg02712845,DPAGT1,11,118973038
cg02712878,FAIM,3,138327370
cg02713563,TRAPPC6A;BLOC1S3,19,45680948
cg02715115,PRMT10,4,148605624
cg02715140,CFL1,11,65625717
cg02717046,GPR133,12,131438788
cg02717570,ANKRD13B,17,27920934
cg02717866,C11orf66,11,61248887
cg02718531,FLYWCH2,16,2932507
cg02718725,CNN3,1,95392925
cg02719245,FLJ45244;DICER1,14,95624293
cg02719634,SLC22A18AS;SLC22A18,11,2924899
cg02720618,ESR1,6,152129791
cg02721374,OR1D2,17,2996177
cg02723372,RUNX3,1,25228582
cg02723533,CCND1,11,69468991
cg02724472,LRRC17;FBXL13,7,102553293
cg02725014,HOMER1,5,78809520
cg02725692,PORCN,X,48367969
cg02727285,RELB,19,45504242
cg02727423,EML1,14,100258973
cg02729303,FAM134B,5,16508920
cg02729352,ZNF432,19,52552443
cg02729506,HSPG2,1,22263411
cg02732134,DNMBP,10,101732382
cg02732509,CTDSP2,12,58241200
cg02733650,DCTPP1,16,30441347
cg02735071,EIF3H,8,117767874
cg02735133,PALB2;DCTN5,16,23652915
cg02735486,ANK2,4,113970935
cg02737335,ARHGEF16,1,3379884
cg02738086,POLR3H,22,41941494
cg02738763,TARSL2,15,102264749
cg02740128,DLG4;ACADVL,17,7123860
cg02740947,RAD51L3,17,33446536
cg02741177,PROL1,4,71263061
cg02741249,GGA2,16,23521983
cg02741744,ACTR6,12,100594734
cg02742971,OSR1,2,19558059
cg02744459,RECQL;GOLT1B,12,21654197
cg02748427,RPAP2;GLMN,1,92764574
cg02748539,SLC9A3,5,524269
cg02749825,COMTD1,10,76995759
cg02750754,TMEM91;B9D2,19,41869941
cg02751839,GPR37L1,1,202092285
cg02755455,JAK1,1,65352382
cg02755525,NETO2,16,47177175
cg02756614,MYOF,10,95242111
cg02756698,KRT12,17,39023008
cg02756845,MAPK8IP2,22,51038542
cg02757432,GPR26,10,125426048
cg02760007,SRF,6,43139670
cg02762689,GUCA1B,6,42163422
cg02763671,TRMT2A;RANBP1,22,20103541
cg02764611,FDX1L,19,10426516
cg02764897,KRTAP13-1,21,31768311
cg02765045,PCBP2,12,53845774
cg02765328,CCND2,12,4383281
cg02765820,C3orf22,3,126278020
cg02770814,FAM13B,5,137368293
cg02772367,NUP160,11,47870447
cg02774160,GGT1,22,24979633
cg02774439,HAND2;NBLA00301,4,174451251
cg02774486,TUBA3D,2,132233433
cg02774963,KEL,7,142659757
cg02775617,ARHGAP12,10,32217281
cg02776251,USP15,12,62654319
cg02780295,PCDHGA4;PCDHGA12;PCDHGA11;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGC3;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5,5,140855463
cg02780849,GNG4,1,235814163
cg02780988,KRT36,17,39646994
cg02782630,FAM175A,4,84406624
cg02784848,FUZ,19,50316878
cg02784874,KRT9,17,39728962
cg02786019,TRPV6,7,142582859
cg02786378,SLC7A2,8,17396844
cg02787991,SECTM1,17,80291405
cg02788090,SOX9,17,70116681
cg02788102,CADM1,11,115374969
cg02789485,GLIPR1L2,12,75783428
cg02790471,SCML4,6,108093511
cg02792677,MRPL4,19,10362626
cg02793099,PEG3;ZIM2,19,57350004
cg02794695,SLA;TG,8,134072611
cg02795624,HINFP,11,118992260
cg02797569,PCOLCE,7,100200009
cg02798801,BUD31;PDAP1,7,99005263
cg02799466,PID1,2,230136411
cg02800334,ANXA13,8,124750855
cg02801485,STRADB;TRAK2,2,202317001
cg02801598,PDP2,16,66914223
cg02802055,C9orf78;USP20,9,132597094
cg02803836,MGMT,10,131412507
cg02804166,PHF6,X,133506996
cg02805028,GSG1L,16,27899239
cg02806093,RAB2B;TOX4,14,21944967
cg02806658,C12orf48;NUP37,12,102513592
cg02807948,INS-IGF2;IGF2,11,2153991
cg02809263,LRRC40;SFRS11,1,70671218
cg02810134,TNNC2,20,44455922
cg02810773,ITPA,20,3190112
cg02811755,AKAP10,17,19880691
cg02812142,ACMSD,2,135595323
cg02813021,ZMYND11,10,180599
cg02813121,S100A12,1,153348911
cg02813863,APOLD1,12,12938287
cg02815516,KANK2,19,11306319
cg02818322,MAGEC3,X,140926409
cg02822723,BRD9;TRIP13,5,893431
cg02823866,CD274,9,5450410
cg02825709,ZNF75A,16,3354207
cg02827112,SMARCAD1,4,95129403
cg02827328,TRIM14,9,100881403
cg02828104,TMEM189;TMEM189-UBE2V1,20,48770800
cg02829654,,1,236046939
cg02830467,MYCT1,6,153018721
cg02831294,CALML3,10,5566862
cg02831393,PAFAH1B2,11,117014616
cg02831604,ISL2,15,76628725
cg02832245,EXOSC9,4,122722866
cg02833180,PLCL1,2,198815064
cg02833725,ISG20L2;C1orf66,1,156696768
cg02836529,NEUROD1,2,182544413
cg02838492,KIF12,9,116861288
cg02838877,MBNL2,13,97873877
cg02840794,HPS6,10,103825777
cg02841886,RFX1,19,14117094
cg02841933,NRF1,7,129251651
cg02844051,DMKN,19,36004233
cg02844545,GCM2,6,10882043
cg02844629,TTC13;ARV1,1,231114732
cg02847216,CTAGE1,18,19997803
cg02847500,SOX3,X,139587184
cg02848777,TLL2,10,98273714
cg02849695,CCDC19,1,159869960
cg02850329,RCAN3,1,24829455
cg02850821,KRAS,12,25403680
cg02854090,HIST1H2AA;HIST1H2BA,6,25726895
cg02854288,FHIT,3,61236911
cg02856727,GH2,17,61959416
cg02859934,NAGPA,16,5083072
cg02860342,HCN4,15,73661484
cg02860543,IGF2BP3,7,23510648
cg02861781,GJB2,13,20767498
cg02862153,CUX1,7,101459386
cg02862362,ARG1,6,131895102
cg02862835,MMAB;MVK,12,110011242
cg02863237,RBM17,10,6131472
cg02863842,PVRL2,19,45349685
cg02863947,NR1I2,3,119499190
cg02865818,WWC1,5,167719214
cg02867079,HHIPL1,14,100111269
cg02868123,,2,79382913
cg02868306,RAB11B,19,8455008
cg02868338,EXOSC4,8,145133133
cg02870945,REEP1,2,86565124
cg02873524,PAPPA,9,118916493
cg02874605,DEPDC4;SCYL2,12,100661778
cg02875297,RLN2,9,5304611
cg02875404,VN1R1,19,57966896
cg02876062,FAM107B,10,14816654
cg02878987,AIDA;C1orf58,1,222885407
cg02879662,HIF3A,19,46800467
cg02880176,PLD6,17,17109817
cg02880679,MBTD1,17,49295615
cg02882813,CST5,20,23860078
cg02883161,MSI1,12,120807618
cg02883230,PARP6,15,72564263
cg02883621,S100P,4,6694923
cg02885771,LTV1,6,144163654
cg02886284,CPE,4,166300290
cg02887841,TBX1,22,19744670
cg02888247,C6orf62,6,24719235
cg02889982,MPRIP,17,16946247
cg02890926,TMEM53;C1orf228,1,45140355
cg02899723,DDX4,5,55033614
cg02899772,NECAB2,16,84002599
cg02900980,FOXP1,3,71633249
cg02901122,RPRD1A,18,33647344
cg02901159,CLNS1A,11,77348811
cg02902770,RARRES2,7,150039406
cg02903525,C5AR1,19,47813489
cg02904235,RPS6KA5,14,91527369
cg02904365,DNAJC11,1,6761379
cg02905245,CCDC80,3,112359652
cg02905881,MSH6,2,48009730
cg02906238,TFCP2L1,2,122042701
cg02906939,HNMT,2,138721315
cg02907300,TCEB3,1,24069649
cg02909042,MAPK1IP1L,14,55518132
cg02909790,HIST1H3G,6,26271587
cg02910574,C16orf55;CHMP1A,16,89725401
cg02912041,TMEM207,3,190167563
cg02913089,PDE8A,15,85525744
cg02913364,UBE2J2,1,1208573
cg02914379,MDFI,6,41605784
cg02914419,ASNA1,19,12848364
cg02915261,LSR,19,35739762
cg02915544,FOLH1B,11,89392829
cg02915837,TEAD4,12,3069243
cg02916816,JPH4,14,24047021
cg02917064,SMARCD3,7,150974464
cg02917381,MEIS2,15,37393188
cg02917772,CTH,1,70876623
cg02917972,ZCCHC11,1,53018259
cg02918483,FAM175A,4,84406202
cg02919422,SOX17,8,55370544
cg02920216,CHODL,21,19616939
cg02921257,XIRP1,3,39233858
cg02922563,ATRIP,3,48487808
cg02924961,HIST1H2BC,6,26125480
cg02927346,RASL10B,17,34059260
cg02929869,PFN2,3,149688583
cg02930996,B4GALT6,18,29265842
cg02932167,ECEL1,2,233352951
cg02932669,NALCN,13,102068258
cg02932689,FBXO31;MAP1LC3B,16,87425223
cg02936263,CCL7,17,32596886
cg02936468,C9orf41,9,77642970
cg02936740,TMPRSS11F,4,68995995
cg02936872,CTSL2,9,99801550
cg02937102,SCML4,6,108093229
cg02937479,FKBPL,6,32098034
cg02938601,TNFRSF10C,8,22961088
cg02939139,RASAL1,12,113574204
cg02940164,PGAP2,11,3829971
cg02941816,MGMT,10,131265696
cg02942159,RPS6,9,19379994
cg02943497,PARP4,13,25087090
cg02944057,NUDT3,6,34359501
cg02945019,CD84,1,160550488
cg02945646,AP1G2,14,24037169
cg02946570,C2orf43,2,21023387
cg02946754,DCLRE1A;NHLRC2,10,115614308
cg02946850,GRM8,7,126882944
cg02947222,PHLDA1,12,76425514
cg02947253,ADORA3,1,112046700
cg02949544,MYST2,17,47865858
cg02951021,DYNLL1,12,120934296
cg02953306,CHRNA2,8,27336626
cg02955504,TXNL4A,18,77749374
cg02956093,AKT1,14,105261335
cg02956481,C19orf55,19,36249454
cg02957086,AXIN2,17,63558047
cg02959669,ZNF256,19,58459358
cg02961200,LOC100130691;AGPS,2,178257176
cg02962299,KIN;ATP5C1,10,7829899
cg02962602,CCDC57,17,80171413
cg02963198,NOTCH2NL,1,145209830
cg02964385,STK38,6,36515676
cg02964389,PSMD9,12,122326713
cg02965078,GPR44,11,60623504
cg02966329,TTK,6,80714474
cg02968557,HSPB9,17,40275126
cg02972551,KDM3A,2,86668068
cg02973263,PRKCI,3,169940162
cg02973416,SLC25A22,11,796069
cg02973883,DCAF4,14,73392314
cg02973971,LOC100272228;CXorf40B,X,149106460
cg02975142,FLCN,17,17140597
cg02975259,NCK1,3,136581033
cg02976090,NIPAL3,1,24742249
cg02976574,FNDC3B,3,171830293
cg02976617,NUDT12,5,102898463
cg02978542,MTHFR;CLCN6,1,11866085
cg02978737,PVALB,22,37216067
cg02981703,CA6,1,9005734
cg02981853,,19,7445850
cg02982690,BHLHE22,8,65492846
cg02982734,MAGEL2,15,23891048
cg02983451,KLF11,2,10183013
cg02987051,IER3IP1,18,44702545
cg02987163,DUSP14,17,35849291
cg02988947,LIMD2,17,61778813
cg02989257,COL16A1,1,32169274
cg02989940,AHSP,16,31539234
cg02990033,GFRA4,20,3643863
cg02990567,RGL2,6,33266961
cg02992596,RBM46,4,155702220
cg02992632,FGF12,3,192445380
cg02992647,DDX52,17,36004446
cg02992767,CD40LG,X,135729973
cg02994216,RALB,2,121010979
cg02994956,NEFH,22,29876534
cg02994974,SPON1,11,13984544
cg02995130,CLIP1,12,122906407
cg02995295,FAM124A,13,51796962
cg02995853,APBB3;SLC35A4,5,139944272
cg02998425,ADAM21,14,70924204
cg03000603,DHX34,19,47852595
cg03000846,RAC3,17,79990263
cg03001305,STAT5A,17,40439492
cg03001647,MPZL1,1,167691881
cg03002480,UBR1,15,43398338
cg03003060,GPM6B,X,13956166
cg03003256,FAM26D;BET3L,6,116849557
cg03003745,CXCL17,19,42948167
cg03005055,HSPA2,14,65006951
cg03005261,CCDC109B,4,110480828
cg03007010,SNX26,19,36266840
cg03007571,HIST1H2BD,6,26157673
cg03011500,CGN,1,151484243
cg03012280,ZFYVE19;DNAJC17,15,41098255
cg03013422,AACS,12,125550350
cg03014628,RAB3C,5,57879001
cg03014680,CLEC12A,12,10122522
cg03014957,DEFB118,20,29956062
cg03016571,C17orf73,17,48844124
cg03017264,NFAM1,22,42829748
cg03017653,TTC13;ARV1,1,231115871
cg03017946,NPFFR2,4,72897281
cg03019000,TEX264,3,51704351
cg03020271,PLIN3,19,4867550
cg03020597,SLITRK2,X,144898810
cg03020951,HMGA1,6,34203887
cg03021690,TNFAIP2,14,103591964
cg03021892,SLC38A5,X,48329278
cg03022541,DNAJB8,3,128186859
cg03024246,JRKL,11,96124628
cg03025569,TRIM16,17,15586426
cg03026462,FOXA1,14,38064490
cg03027037,NAPB,20,23402404
cg03028472,RERG,12,15374462
cg03029060,ZNF184,6,27441036
cg03029145,SMAD2,18,45456587
cg03029616,KRTAP6-1,21,31986034
cg03030757,FANCE,6,35420754
cg03032025,CPEB4,5,173316748
cg03035419,RPS21,20,60962318
cg03036064,UCK2,1,165797085
cg03037331,DEGS1,1,224371490
cg03038003,AGBL4;BEND5,1,49242900
cg03038672,CLDN9,16,3062056
cg03039172,DMPK;SIX5,19,46273153
cg03041841,C9orf75,9,140094281
cg03042149,PDE8A,15,85524778
cg03044435,,4,1144077
cg03046445,BHLHE41,12,26277826
cg03047098,AP1G1,16,71843015
cg03048535,FOXN4,12,109747100
cg03054162,PCYOX1,2,70485230
cg03054529,SCRN1,7,30029938
cg03055440,MS4A6A,11,59950405
cg03055492,UGP2,2,64068493
cg03057808,CXorf57,X,105855296
cg03059018,SIX4,14,61190965
cg03059528,RNF146,6,127587721
cg03060925,C19orf54;SNRPA,19,41256330
cg03062665,CALM1,14,90863127
cg03063797,SAV1,14,51135466
cg03064067,SLC6A15,12,85306916
cg03064241,RNF34,12,121837728
cg03064400,U2AF1L4;PSENEN,19,36235836
cg03065202,PIK3IP1,22,31687698
cg03065661,MED17,11,93517413
cg03066138,RPLP2,11,809697
cg03067226,TPI1,12,6976333
cg03070194,GSTM2,1,110210684
cg03070588,USP30,12,109490239
cg03072102,CEP97,3,101443408
cg03072378,DLX4,17,48046738
cg03073814,ZSWIM7;TTC19,17,15902501
cg03075662,PLSCR2,3,146213648
cg03076324,DNAJC1,10,22292468
cg03076871,STX16,20,57226737
cg03077062,SFXN5,2,73299091
cg03077492,CCL28,5,43413095
cg03077836,ASAP2,2,9347292
cg03079549,PLDN,15,45879223
cg03079681,CDKN2A;CDKN2BAS,9,21994223
cg03080344,METTL2B,7,128116561
cg03080985,SH3BGRL2,6,80340683
cg03081134,RECK,9,36036806
cg03082060,LGALS8,1,236680224
cg03085312,RARA,17,38465281
cg03085377,RB1,13,48893376
cg03085637,PEX11B;GNRHR2,1,145516630
cg03086563,HIST2H2BE;HIST2H2AC,1,149857152
cg03086857,EDNRB,13,78492568
cg03087937,MUC15;ANO3,11,26593556
cg03091512,RHBDD1,2,227701050
cg03096975,MIR330;EML2,19,46142574
cg03097995,TNNI3,19,55669091
cg03098361,RFC2,7,73668406
cg03098643,FAT1,4,187644620
cg03098721,TTLL7,1,84464084
cg03099492,CYP26A1,10,94833214
cg03099771,PRSS16,6,27215365
cg03100040,ZNF345,19,37341870
cg03100146,SH3BGRL3,1,26606846
cg03100196,ZYX,7,143077761
cg03100752,ASNA1,19,12847402
cg03101664,SNX15,11,64794610
cg03102516,NEURL3,2,97171383
cg03103192,SPATA18,4,52917271
cg03104936,GRB10,7,50849168
cg03107405,TSSC1,2,3381941
cg03108701,MIR548H3;C6orf167,6,97731400
cg03109047,GRIN1,9,140032686
cg03109066,AP1AR,4,113153267
cg03109316,ZNF80,3,113957903
cg03109701,RNFT2;C12orf49,12,117174758
cg03112433,CDK14,7,90338555
cg03112782,MEAF6,1,37979729
cg03112869,FBXW12,3,48413769
cg03113824,CCDC114,19,48807322
cg03114244,FEN1;C11orf10;MIR611,11,61560355
cg03115649,TOR1AIP1,1,179851535
cg03115746,WHSC1,4,1895023
cg03115886,VPS16;PTPRA,20,2845218
cg03116740,TSPAN4;POLR2L,11,841335
cg03117949,USP16,21,30396586
cg03118854,PNPLA5,22,44288155
cg03122511,NKAP,X,119077820
cg03125090,RGL1;ARPC5,1,183605490
cg03126490,SPATA13,13,24735051
cg03127334,ERG,21,40033634
cg03129910,SRP72,4,57333643
cg03131527,BDH1,3,197301250
cg03132911,IQGAP2,5,75698732
cg03133269,WNT4,1,22468902
cg03135127,TRMT1,19,13227421
cg03135598,SEPW1,19,48281610
cg03136712,DND1,5,140053068
cg03138091,OSMR,5,38846540
cg03138405,GLT25D1,19,17666150
cg03138668,SLC17A7,19,49944488
cg03139057,DLL3,19,39989234
cg03139377,SLC6A12,12,323242
cg03140096,FARSA,19,13044717
cg03140978,C1orf201,1,24728127
cg03143333,CCDC11,18,47793599
cg03143365,MAN2B1;MORG1,19,12777903
cg03143849,CDKN1C,11,2904951
cg03144206,ACTN4,19,39138026
cg03144357,RECQL4;LRRC14,8,145741925
cg03146158,MYO1E,15,59665145
cg03147542,CBLL1,7,107383881
cg03147990,ZNF585B,19,37701738
cg03148461,BRAF,7,140625066
cg03149130,DIRAS2,9,93404977
cg03152385,RRN3,16,15188596
cg03152785,KCNC4,1,110753723
cg03154513,ID1,20,30193400
cg03155724,ASCC1;C10orf104,10,73975451
cg03156547,CDH24,14,23525003
cg03157149,GDI2,10,5855170
cg03157806,TMEM185A,X,148713279
cg03158400,FAM3B,21,42688886
cg03159329,STK39,2,169103514
cg03159785,SKIL,3,170075773
cg03159836,ZFX,X,24168810
cg03160135,VGLL2,6,117586918
cg03160508,RHOD,11,66823684
cg03160637,DAK;DDB1,11,61101089
cg03160740,VIPR1,3,42544400
cg03160815,NPB,17,79859830
cg03161112,ZNF24,18,32924652
cg03161453,BCOR,X,39962049
cg03161839,ARHGEF1,19,42387947
cg03163246,PPBPL2,4,74921023
